year,lga_id,lga,state,zone,lat,lon,pop_6_11,urban,poverta_minorile,alfab_femminile,distanza_scuola_km,rapporto_alunni_ins,servizi_igienici_f,accesso_stradale,lavoro_minorile,eventi_conflitto,shock_climatico,scuola_coranica,acqua_potabile,spesa_edu_procapite,tasso_fuori_scuola,divario_genere_pp,tasso_fuori_scuola_f,tasso_fuori_scuola_m,target_oos_t1,bambini_fuori_scuola
2024,59680162B47339407576735,Yamaltu/Deba,Gombe,North East,10.307,11.404,20952,0,88.719,40.527,5.021,48.182,44.832,27.021,24.544,3,61.536,26.515,63.61,24.576,52.382,2.08,53.524,51.449,50.902,10975
2025,59680162B47339407576735,Yamaltu/Deba,Gombe,North East,10.307,11.404,20952,0,94.216,33.948,4.069,47.312,66.201,51.688,26.23,3,62.335,40.998,46.043,10.331,50.902,0.47,51.162,50.69,,10665
2020,59680162B4745386112936,Ikwuano,Abia,South East,5.397,7.568,44130,1,57.651,80.705,0.934,54.137,62.609,74.196,0.5,2,24.976,3.788,99.0,25.757,14.026,-1.93,12.964,14.895,8.48,6190
2021,59680162B4745386112936,Ikwuano,Abia,South East,5.397,7.568,44130,1,44.901,90.454,2.25,26.161,86.516,99.0,10.648,0,42.431,0.084,95.982,18.543,8.48,-2.38,7.171,9.552,13.247,3742
2022,59680162B4745386112936,Ikwuano,Abia,South East,5.397,7.568,44130,1,53.58,99.0,2.223,42.192,99.0,94.565,0.5,0,36.348,17.59,96.965,16.013,13.247,-3.0,11.597,14.597,11.332,5846
2023,59680162B4745386112936,Ikwuano,Abia,South East,5.397,7.568,44130,1,52.751,94.116,1.539,21.196,56.499,65.643,0.5,1,51.612,0.0,99.0,21.611,11.332,-0.43,11.093,11.527,9.17,5001
2024,59680162B4745386112936,Ikwuano,Abia,South East,5.397,7.568,44130,1,37.208,99.0,0.2,61.929,94.263,99.0,14.072,1,42.628,0.765,99.0,26.409,9.17,-2.39,7.855,10.247,10.105,4047
2025,59680162B4745386112936,Ikwuano,Abia,South East,5.397,7.568,44130,1,57.635,85.171,1.651,38.688,81.407,96.583,7.225,1,25.096,3.703,94.288,19.626,10.105,-0.87,9.624,10.499,,4460
2020,59680162B47761767082139,Soba,Kaduna,North West,10.956,8.031,13670,1,73.518,46.891,4.987,52.023,24.868,58.404,24.653,1,56.189,23.167,58.978,18.4,38.167,0.51,38.445,37.939,53.767,5217
2021,59680162B47761767082139,Soba,Kaduna,North West,10.956,8.031,13670,1,86.437,36.176,4.587,75.517,42.19,60.586,39.218,0,61.485,36.651,70.907,17.262,53.767,3.84,55.877,52.041,39.219,7350
2022,59680162B47761767082139,Soba,Kaduna,North West,10.956,8.031,13670,1,84.443,41.184,3.379,69.426,57.683,60.096,28.585,1,72.722,26.494,48.207,20.332,39.219,-2.3,37.956,40.253,47.188,5361
2023,59680162B47761767082139,Soba,Kaduna,North West,10.956,8.031,13670,1,78.204,49.104,3.372,73.253,49.29,41.797,28.186,1,53.07,35.56,52.755,19.516,47.188,-0.79,46.756,47.542,35.257,6451
2024,59680162B47761767082139,Soba,Kaduna,North West,10.956,8.031,13670,1,68.171,50.244,1.26,84.411,39.895,59.216,36.038,1,35.867,25.498,65.875,26.389,35.257,2.7,36.744,34.041,43.028,4820
2025,59680162B47761767082139,Soba,Kaduna,North West,10.956,8.031,13670,1,65.515,37.496,3.143,56.533,30.507,51.046,20.929,3,68.863,29.848,59.873,18.257,43.028,3.27,44.824,41.559,,5882
2020,59680162B47779539071975,Yauri,Kebbi,North West,10.768,4.722,37404,0,87.406,36.654,4.99,58.929,44.4,32.813,28.262,0,33.006,20.909,42.837,9.034,51.396,0.75,51.808,51.059,53.579,19224
2021,59680162B47779539071975,Yauri,Kebbi,North West,10.768,4.722,37404,0,96.361,27.821,6.553,57.628,39.881,40.169,42.509,2,58.141,28.435,52.017,10.237,53.579,2.02,54.69,52.671,52.856,20041
2022,59680162B47779539071975,Yauri,Kebbi,North West,10.768,4.722,37404,0,86.654,37.79,5.383,63.726,31.794,37.103,36.672,1,48.024,41.087,64.062,37.06,52.856,1.9,53.899,52.004,46.855,19770
2023,59680162B47779539071975,Yauri,Kebbi,North West,10.768,4.722,37404,0,80.086,44.068,5.983,61.804,53.379,52.584,28.363,2,76.844,17.726,49.897,18.868,46.855,1.14,47.482,46.343,57.711,17526
2024,59680162B47779539071975,Yauri,Kebbi,North West,10.768,4.722,37404,0,88.723,33.931,5.311,60.305,20.711,47.234,34.063,2,45.486,34.149,41.032,20.234,57.711,1.79,58.697,56.903,44.949,21586
2025,59680162B47779539071975,Yauri,Kebbi,North West,10.768,4.722,37404,0,86.007,18.281,3.856,65.36,70.46,39.058,19.226,0,59.398,33.614,71.229,19.52,44.949,1.54,45.796,44.257,,16813
2020,59680162B47841916602322,Ikeduru,Imo,South East,5.554,7.146,87886,1,59.362,93.14,1.296,45.628,67.377,93.674,9.853,1,38.341,0.0,99.0,10.375,9.172,-0.51,8.891,9.401,7.87,8061
2021,59680162B47841916602322,Ikeduru,Imo,South East,5.554,7.146,87886,1,63.772,87.383,0.2,20.467,75.602,99.0,4.74,0,44.232,0.0,89.689,25.008,7.87,-1.54,7.02,8.565,0.8,6917
2022,59680162B47841916602322,Ikeduru,Imo,South East,5.554,7.146,87886,1,50.353,99.0,0.807,39.612,90.271,79.782,0.5,0,18.697,0.0,99.0,27.898,0.8,-3.0,0.5,2.15,7.164,703
2023,59680162B47841916602322,Ikeduru,Imo,South East,5.554,7.146,87886,1,55.302,99.0,0.736,32.54,68.27,99.0,2.404,0,29.276,0.0,87.847,31.071,7.164,-1.53,6.325,7.85,4.234,6296
2024,59680162B47841916602322,Ikeduru,Imo,South East,5.554,7.146,87886,1,55.131,99.0,0.504,27.385,89.619,99.0,0.5,0,12.631,0.0,91.78,22.939,4.234,-1.7,3.3,4.998,7.007,3721
2025,59680162B47841916602322,Ikeduru,Imo,South East,5.554,7.146,87886,1,48.47,99.0,0.679,26.079,86.327,89.729,4.126,0,47.913,0.0,89.722,21.869,7.007,-3.0,5.357,8.357,,6158
2020,59680162B47985033068277,Boripe,Osun,South West,7.895,4.708,6232,0,73.127,72.177,1.338,29.362,56.247,70.903,9.7,1,44.444,0.0,85.342,11.181,11.949,-0.38,11.739,12.12,12.878,745
2021,59680162B47985033068277,Boripe,Osun,South West,7.895,4.708,6232,0,66.555,99.0,2.889,34.224,85.277,83.023,18.081,0,41.391,0.0,89.934,37.201,12.878,0.11,12.941,12.826,14.42,803
2022,59680162B47985033068277,Boripe,Osun,South West,7.895,4.708,6232,0,71.766,90.063,2.615,42.003,77.637,99.0,15.349,0,11.668,10.704,84.351,34.097,14.42,1.21,15.086,13.875,11.253,899
2023,59680162B47985033068277,Boripe,Osun,South West,7.895,4.708,6232,0,59.509,83.005,0.665,27.863,37.679,67.799,1.281,0,19.452,5.968,85.401,25.048,11.253,-0.32,11.079,11.395,10.747,701
2024,59680162B47985033068277,Boripe,Osun,South West,7.895,4.708,6232,0,59.57,87.052,2.169,32.245,77.418,86.701,15.007,0,49.98,16.881,72.378,28.519,10.747,-1.58,9.881,11.456,17.382,670
2025,59680162B47985033068277,Boripe,Osun,South West,7.895,4.708,6232,0,62.96,75.749,3.155,31.356,68.798,92.743,5.475,0,49.085,0.0,71.009,24.729,17.382,1.55,18.237,16.683,,1083
2020,59680162B48034518845808,Sakaba,Kebbi,North West,11.176,5.545,118422,0,83.147,41.497,4.895,47.211,11.881,14.812,34.241,0,74.141,24.736,36.204,16.227,49.153,3.78,51.235,47.451,46.197,58208
2021,59680162B48034518845808,Sakaba,Kebbi,North West,11.176,5.545,118422,0,93.661,30.376,3.918,79.825,30.458,42.222,35.049,0,61.61,20.427,54.618,12.444,46.197,3.15,47.929,44.779,54.886,54707
2022,59680162B48034518845808,Sakaba,Kebbi,North West,11.176,5.545,118422,0,91.07,64.325,4.609,58.695,10.879,28.784,30.556,0,76.11,45.667,64.612,14.396,54.886,2.15,56.067,53.92,52.884,64997
2023,59680162B48034518845808,Sakaba,Kebbi,North West,11.176,5.545,118422,0,95.865,33.709,5.883,75.953,23.342,20.659,29.867,0,39.885,20.602,16.56,38.975,52.884,2.53,54.277,51.745,51.682,62627
2024,59680162B48034518845808,Sakaba,Kebbi,North West,11.176,5.545,118422,0,96.675,24.292,4.508,54.21,35.254,57.595,28.245,1,71.396,45.673,37.257,17.647,51.682,3.44,53.574,50.134,45.411,61203
2025,59680162B48034518845808,Sakaba,Kebbi,North West,11.176,5.545,118422,0,74.929,40.084,4.429,71.956,37.59,27.264,41.101,1,60.687,32.586,32.901,36.922,45.411,0.78,45.839,45.061,,53777
2020,59680162B4821538642969,Ejigbo,Osun,South West,7.84,4.219,31166,1,71.403,79.702,1.73,44.563,96.714,99.0,14.67,0,38.439,0.0,93.796,29.358,15.652,-2.99,14.01,16.995,12.674,4878
2021,59680162B4821538642969,Ejigbo,Osun,South West,7.84,4.219,31166,1,63.475,82.93,2.079,55.301,70.783,99.0,0.884,1,57.515,8.766,72.282,34.115,12.674,-1.51,11.842,13.354,14.195,3950
2022,59680162B4821538642969,Ejigbo,Osun,South West,7.84,4.219,31166,1,54.522,84.656,2.912,47.187,83.454,99.0,0.5,1,55.994,14.374,91.398,31.672,14.195,-1.43,13.41,14.837,11.508,4424
2023,59680162B4821538642969,Ejigbo,Osun,South West,7.84,4.219,31166,1,55.531,99.0,0.2,44.079,77.788,99.0,4.938,0,46.504,0.0,98.302,24.533,11.508,-3.0,9.858,12.858,4.783,3587
2024,59680162B4821538642969,Ejigbo,Osun,South West,7.84,4.219,31166,1,51.026,97.703,0.2,33.865,67.045,88.106,0.5,2,42.884,0.654,99.0,36.379,4.783,-1.54,3.935,5.477,5.172,1491
2025,59680162B4821538642969,Ejigbo,Osun,South West,7.84,4.219,31166,1,53.826,93.937,0.543,26.711,92.561,99.0,1.729,2,47.328,0.42,98.925,23.297,5.172,-1.96,4.094,6.055,,1612
2020,59680162B48237076936000,Riyom,Plateau,North Central,9.586,8.714,9983,1,66.021,81.644,2.476,43.775,75.096,50.815,17.668,1,33.778,11.473,65.514,12.342,25.449,-2.31,24.178,26.489,23.963,2541
2021,59680162B48237076936000,Riyom,Plateau,North Central,9.586,8.714,9983,1,58.661,56.626,2.33,34.475,43.397,98.534,16.851,6,59.459,0.0,68.934,19.757,23.963,-2.63,22.518,25.144,26.385,2392
2022,59680162B48237076936000,Riyom,Plateau,North Central,9.586,8.714,9983,1,56.889,64.498,1.87,48.685,39.154,73.607,23.804,3,55.424,18.464,80.153,18.12,26.385,2.78,27.913,25.136,22.934,2634
2023,59680162B48237076936000,Riyom,Plateau,North Central,9.586,8.714,9983,1,57.517,64.447,4.265,41.24,39.439,77.702,21.225,1,21.991,9.217,63.592,21.822,22.934,-0.28,22.781,23.059,29.772,2289
2024,59680162B48237076936000,Riyom,Plateau,North Central,9.586,8.714,9983,1,84.022,70.392,2.688,37.023,58.933,66.005,13.321,2,48.34,0.0,79.074,17.219,29.772,-0.45,29.524,29.975,15.601,2972
2025,59680162B48237076936000,Riyom,Plateau,North Central,9.586,8.714,9983,1,67.542,68.381,0.638,40.287,66.232,74.212,15.273,1,69.993,0.0,70.078,19.195,15.601,0.64,15.951,15.314,,1557
2020,59680162B48244867814587,Ola Oluwa,Osun,South West,7.729,4.233,91923,1,70.1,94.307,1.419,38.237,77.564,85.602,3.038,0,38.049,0.0,89.418,62.319,10.999,0.53,11.293,10.758,20.88,10110
2021,59680162B48244867814587,Ola Oluwa,Osun,South West,7.729,4.233,91923,1,52.328,99.0,2.759,51.16,59.575,92.036,11.325,0,35.26,11.333,99.0,12.936,20.88,0.78,21.309,20.529,4.29,19193
2022,59680162B48244867814587,Ola Oluwa,Osun,South West,7.729,4.233,91923,1,54.723,99.0,1.107,51.31,76.706,99.0,4.608,0,62.3,0.0,99.0,33.77,4.29,-3.0,2.64,5.64,11.158,3943
2023,59680162B48244867814587,Ola Oluwa,Osun,South West,7.729,4.233,91923,1,54.517,97.551,1.566,28.248,79.736,88.993,5.11,0,49.88,0.0,99.0,36.536,11.158,-1.34,10.423,11.76,14.527,10257
2024,59680162B48244867814587,Ola Oluwa,Osun,South West,7.729,4.233,91923,1,57.236,72.886,2.086,54.678,94.906,99.0,5.297,0,44.178,0.0,99.0,15.781,14.527,0.54,14.822,14.286,10.481,13354
2025,59680162B48244867814587,Ola Oluwa,Osun,South West,7.729,4.233,91923,1,64.837,99.0,1.921,41.483,85.993,99.0,0.5,0,32.173,5.257,99.0,30.593,10.481,-3.0,8.831,11.831,,9635
2020,59680162B48318677941344,Sabon Birni,Sokoto,North West,13.526,6.232,31922,1,78.675,55.376,3.897,84.821,42.369,57.931,20.617,1,66.467,17.147,50.589,16.61,47.028,2.72,48.521,45.806,46.867,15012
2021,59680162B48318677941344,Sabon Birni,Sokoto,North West,13.526,6.232,31922,1,75.986,60.048,5.071,58.063,32.649,53.898,32.973,4,57.362,24.01,53.983,12.698,46.867,1.6,47.745,46.149,38.277,14961
2022,59680162B48318677941344,Sabon Birni,Sokoto,North West,13.526,6.232,31922,1,78.62,51.182,5.521,60.791,49.444,68.0,23.751,1,59.825,19.67,54.109,30.2,38.277,1.42,39.058,37.638,47.676,12219
2023,59680162B48318677941344,Sabon Birni,Sokoto,North West,13.526,6.232,31922,1,78.925,51.018,4.232,65.613,34.025,78.068,34.0,0,51.573,31.84,64.258,22.938,47.676,0.32,47.851,47.533,44.996,15219
2024,59680162B48318677941344,Sabon Birni,Sokoto,North West,13.526,6.232,31922,1,79.729,46.159,4.101,72.801,45.916,69.576,26.41,4,52.674,36.982,38.276,20.547,44.996,1.27,45.694,44.425,37.065,14364
2025,59680162B48318677941344,Sabon Birni,Sokoto,North West,13.526,6.232,31922,1,77.086,55.452,2.147,63.767,40.577,72.349,18.649,0,52.418,41.266,71.828,13.949,37.065,-0.4,36.845,37.245,,11832
2020,59680162B48458945930175,Oron,Akwa Ibom,South South,4.87,8.236,28734,1,54.058,83.531,0.2,46.63,67.604,79.31,10.495,0,51.546,0.0,92.59,13.752,14.999,0.75,15.41,14.663,3.253,4310
2021,59680162B48458945930175,Oron,Akwa Ibom,South South,4.87,8.236,28734,1,56.785,90.204,0.703,46.867,77.33,91.271,8.316,0,63.473,0.0,82.611,23.586,3.253,-0.47,2.993,3.467,7.63,935
2022,59680162B48458945930175,Oron,Akwa Ibom,South South,4.87,8.236,28734,1,59.627,89.441,0.2,35.909,74.036,93.51,19.161,0,44.641,18.416,99.0,25.966,7.63,-2.68,6.154,8.838,24.804,2193
2023,59680162B48458945930175,Oron,Akwa Ibom,South South,4.87,8.236,28734,1,61.121,97.258,2.965,43.147,68.679,95.327,16.103,1,50.802,6.491,65.637,25.203,24.804,1.45,25.6,24.153,14.345,7127
2024,59680162B48458945930175,Oron,Akwa Ibom,South South,4.87,8.236,28734,1,52.448,99.0,0.556,47.931,57.118,81.752,5.435,1,66.096,0.0,80.92,17.734,14.345,0.77,14.768,13.998,3.903,4122
2025,59680162B48458945930175,Oron,Akwa Ibom,South South,4.87,8.236,28734,1,48.236,91.166,1.927,32.032,80.007,71.367,9.231,0,73.106,0.0,86.179,26.061,3.903,1.74,4.858,3.122,,1122
2020,59680162B48603200461333,Okehi,Kogi,North Central,7.727,6.35,41253,1,68.148,65.244,1.898,51.835,52.193,83.965,14.913,3,52.97,18.351,94.752,16.173,33.846,3.3,35.661,32.361,30.522,13962
2021,59680162B48603200461333,Okehi,Kogi,North Central,7.727,6.35,41253,1,67.977,48.1,2.249,54.714,46.963,79.232,9.816,1,68.514,0.582,80.761,11.873,30.522,1.41,31.299,29.887,28.214,12591
2022,59680162B48603200461333,Okehi,Kogi,North Central,7.727,6.35,41253,1,59.574,59.479,2.706,46.923,42.028,65.105,18.253,2,44.433,16.618,62.74,25.475,28.214,3.64,30.216,26.576,32.51,11639
2023,59680162B48603200461333,Okehi,Kogi,North Central,7.727,6.35,41253,1,65.997,57.775,3.852,64.211,47.383,60.29,17.639,1,34.305,0.0,78.636,15.033,32.51,0.06,32.543,32.483,26.681,13411
2024,59680162B48603200461333,Okehi,Kogi,North Central,7.727,6.35,41253,1,55.884,70.792,0.213,57.564,59.004,65.225,16.041,2,54.357,0.0,69.657,36.36,26.681,-2.34,25.393,27.734,26.91,11007
2025,59680162B48603200461333,Okehi,Kogi,North Central,7.727,6.35,41253,1,66.617,69.986,0.2,50.2,39.944,99.0,14.88,2,36.84,0.0,99.0,19.426,26.91,-2.24,25.68,27.916,,11101
2020,59680162B48615386953659,Ovia North-East,Edo,South South,6.396,5.503,13954,0,70.615,66.805,0.3,46.384,73.116,54.635,8.809,2,35.964,1.351,81.041,26.914,16.003,-2.25,14.768,17.014,21.019,2233
2021,59680162B48615386953659,Ovia North-East,Edo,South South,6.396,5.503,13954,0,76.59,68.771,0.565,47.399,49.206,83.658,24.028,1,46.089,0.0,99.0,14.618,21.019,-0.43,20.781,21.214,18.928,2933
2022,59680162B48615386953659,Ovia North-East,Edo,South South,6.396,5.503,13954,0,83.222,68.13,0.84,21.641,36.005,52.54,0.5,0,67.584,7.641,65.009,23.413,18.928,2.08,20.072,17.992,22.802,2641
2023,59680162B48615386953659,Ovia North-East,Edo,South South,6.396,5.503,13954,0,57.934,93.486,3.281,37.434,62.39,66.706,20.596,2,63.49,0.0,57.652,18.782,22.802,-0.46,22.549,23.008,16.518,3182
2024,59680162B48615386953659,Ovia North-East,Edo,South South,6.396,5.503,13954,0,68.479,71.111,0.729,46.938,63.679,77.308,13.268,0,65.52,0.0,63.879,21.484,16.518,-2.47,15.16,17.629,17.77,2305
2025,59680162B48615386953659,Ovia North-East,Edo,South South,6.396,5.503,13954,0,70.061,78.901,2.071,35.723,66.322,74.027,13.023,1,57.936,0.0,79.759,28.589,17.77,-1.92,16.714,18.634,,2480
2020,59680162B48786148420785,Tafawa-Balewa,Bauchi,North East,9.836,9.594,55855,0,92.76,53.496,3.32,49.455,26.06,20.233,23.109,7,61.229,30.182,57.105,14.116,55.343,0.1,55.396,55.299,59.812,30912
2021,59680162B48786148420785,Tafawa-Balewa,Bauchi,North East,9.836,9.594,55855,0,94.981,68.117,4.264,81.437,28.414,57.017,41.698,5,65.365,23.099,37.362,17.214,59.812,1.67,60.73,59.06,53.709,33408
2022,59680162B48786148420785,Tafawa-Balewa,Bauchi,North East,9.836,9.594,55855,0,93.646,40.462,5.307,31.389,8.981,32.802,26.317,6,75.381,30.524,35.536,12.596,53.709,4.06,55.941,51.883,37.181,29999
2023,59680162B48786148420785,Tafawa-Balewa,Bauchi,North East,9.836,9.594,55855,0,83.962,37.431,4.069,45.82,43.875,35.317,17.955,1,58.831,30.374,55.34,21.719,37.181,0.31,37.352,37.041,40.564,20767
2024,59680162B48786148420785,Tafawa-Balewa,Bauchi,North East,9.836,9.594,55855,0,91.973,40.891,4.046,51.922,49.918,55.816,17.026,2,55.685,37.499,51.936,10.784,40.564,0.43,40.799,40.372,41.928,22657
2025,59680162B48786148420785,Tafawa-Balewa,Bauchi,North East,9.836,9.594,55855,0,92.137,57.015,4.028,47.559,41.094,21.993,19.221,4,57.679,30.795,60.006,19.007,41.928,0.47,42.187,41.717,,23419
2020,59680162B49050440888294,Ilorin East,Kwara,North Central,8.609,4.826,24244,0,75.241,70.133,2.689,46.598,37.371,69.88,15.07,4,37.618,0.0,75.994,21.143,34.204,-0.23,34.079,34.306,38.948,8292
2021,59680162B49050440888294,Ilorin East,Kwara,North Central,8.609,4.826,24244,0,74.333,56.838,3.332,57.957,40.081,59.738,24.415,3,49.149,0.0,62.068,23.617,38.948,-0.53,38.657,39.187,38.206,9443
2022,59680162B49050440888294,Ilorin East,Kwara,North Central,8.609,4.826,24244,0,80.061,61.668,3.043,68.506,45.526,69.45,31.035,1,67.136,0.0,66.043,20.179,38.206,-2.21,36.991,39.2,36.578,9263
2023,59680162B49050440888294,Ilorin East,Kwara,North Central,8.609,4.826,24244,0,85.182,58.004,3.543,50.761,30.133,38.664,21.98,1,61.975,6.257,68.852,12.89,36.578,0.42,36.809,36.389,37.443,8868
2024,59680162B49050440888294,Ilorin East,Kwara,North Central,8.609,4.826,24244,0,74.073,62.547,3.557,52.85,59.572,64.682,16.035,2,55.014,21.248,77.17,23.135,37.443,0.61,37.778,37.17,27.443,9078
2025,59680162B49050440888294,Ilorin East,Kwara,North Central,8.609,4.826,24244,0,78.073,66.701,4.213,37.632,50.315,41.376,20.955,0,56.678,7.274,78.8,12.977,27.443,-0.42,27.214,27.631,,6653
2020,59680162B49213136576829,Shagamu,Ogun,South West,6.788,3.576,16238,1,68.723,81.812,0.2,30.04,74.901,99.0,7.513,2,23.472,14.085,99.0,30.716,17.361,-3.0,15.711,18.711,8.446,2819
2021,59680162B49213136576829,Shagamu,Ogun,South West,6.788,3.576,16238,1,62.315,92.141,1.308,41.062,82.066,92.978,0.5,0,47.443,0.0,99.0,17.158,8.446,-1.22,7.775,8.994,7.195,1371
2022,59680162B49213136576829,Shagamu,Ogun,South West,6.788,3.576,16238,1,54.565,89.564,2.361,36.291,75.745,95.263,15.294,1,34.634,0.0,99.0,23.952,7.195,-3.0,5.545,8.545,4.448,1168
2023,59680162B49213136576829,Shagamu,Ogun,South West,6.788,3.576,16238,1,34.83,68.761,0.473,41.472,94.644,86.573,10.912,0,26.547,2.23,99.0,49.613,4.448,-3.0,2.798,5.798,8.404,722
2024,59680162B49213136576829,Shagamu,Ogun,South West,6.788,3.576,16238,1,51.189,90.474,0.686,50.279,81.241,76.014,8.199,2,31.603,0.0,99.0,18.529,8.404,-0.43,8.168,8.597,7.231,1365
2025,59680162B49213136576829,Shagamu,Ogun,South West,6.788,3.576,16238,1,42.009,86.907,0.2,44.841,68.19,95.23,0.5,1,29.82,18.639,99.0,29.143,7.231,-1.06,6.651,7.707,,1174
2020,59680162B49286325204061,Aninri,Enugu,South East,6.054,7.599,32058,1,65.27,99.0,0.249,27.603,81.591,99.0,10.446,0,34.332,0.0,99.0,23.794,15.61,-3.0,13.96,16.96,8.249,5004
2021,59680162B49286325204061,Aninri,Enugu,South East,6.054,7.599,32058,1,62.476,91.404,1.338,24.406,81.83,99.0,4.892,0,43.533,0.0,96.053,32.54,8.249,-1.16,7.611,8.772,0.8,2645
2022,59680162B49286325204061,Aninri,Enugu,South East,6.054,7.599,32058,1,58.691,95.867,1.57,40.923,94.97,90.936,0.5,0,15.949,0.0,83.717,26.013,0.8,-0.96,0.5,1.23,0.8,256
2023,59680162B49286325204061,Aninri,Enugu,South East,6.054,7.599,32058,1,53.478,99.0,0.386,23.807,99.0,99.0,0.5,0,29.168,10.138,99.0,17.996,0.8,-3.0,0.5,2.15,3.847,256
2024,59680162B49286325204061,Aninri,Enugu,South East,6.054,7.599,32058,1,52.887,99.0,0.609,23.053,93.278,96.617,1.417,2,54.029,0.34,96.801,18.436,3.847,-2.68,2.376,5.051,5.791,1233
2025,59680162B49286325204061,Aninri,Enugu,South East,6.054,7.599,32058,1,56.337,99.0,0.2,50.534,78.082,99.0,1.598,1,30.899,0.0,86.508,34.43,5.791,-3.0,4.141,7.141,,1856
2020,59680162B49362321791702,Nembe,Bayelsa,South South,4.512,6.288,37580,0,83.857,79.197,1.653,26.81,67.697,61.965,12.83,0,65.565,18.883,67.085,15.662,20.437,0.37,20.643,20.269,21.452,7680
2021,59680162B49362321791702,Nembe,Bayelsa,South South,4.512,6.288,37580,0,69.075,87.325,2.99,41.364,67.329,56.999,12.119,1,44.104,0.0,94.303,25.273,21.452,-2.22,20.231,22.451,16.457,8062
2022,59680162B49362321791702,Nembe,Bayelsa,South South,4.512,6.288,37580,0,61.658,84.315,1.443,33.74,72.067,52.873,21.245,3,66.705,0.0,79.618,35.993,16.457,0.15,16.539,16.389,21.552,6184
2023,59680162B49362321791702,Nembe,Bayelsa,South South,4.512,6.288,37580,0,60.514,73.183,2.375,56.711,65.276,57.806,14.06,3,49.687,5.803,61.806,18.767,21.552,0.91,22.052,21.143,21.314,8099
2024,59680162B49362321791702,Nembe,Bayelsa,South South,4.512,6.288,37580,0,66.043,75.144,3.011,47.993,55.36,79.224,12.081,1,62.549,0.0,75.435,20.435,21.314,1.08,21.905,20.83,19.188,8010
2025,59680162B49362321791702,Nembe,Bayelsa,South South,4.512,6.288,37580,0,64.119,76.668,3.513,36.694,80.632,65.652,0.5,1,55.065,0.0,88.262,26.361,19.188,-1.88,18.154,20.035,,7211
2020,59680162B49393703134220,Michika,Adamawa,North East,10.583,13.393,44847,1,87.867,43.437,4.768,64.584,37.93,52.59,24.478,4,59.68,20.636,44.047,16.437,52.68,1.75,53.64,51.894,38.562,23625
2021,59680162B49393703134220,Michika,Adamawa,North East,10.583,13.393,44847,1,87.317,40.911,0.267,56.613,20.275,74.116,9.663,3,86.555,26.918,59.834,12.993,38.562,3.21,40.329,37.117,46.641,17294
2022,59680162B49393703134220,Michika,Adamawa,North East,10.583,13.393,44847,1,86.767,47.908,0.885,75.036,54.183,45.414,23.635,5,78.442,18.697,55.913,14.611,46.641,1.47,47.452,45.978,44.036,20917
2023,59680162B49393703134220,Michika,Adamawa,North East,10.583,13.393,44847,1,77.285,38.948,1.693,73.657,14.3,56.23,32.909,5,57.763,37.715,68.791,18.874,44.036,0.44,44.276,43.839,54.091,19749
2024,59680162B49393703134220,Michika,Adamawa,North East,10.583,13.393,44847,1,85.667,33.912,3.268,74.716,34.758,75.59,18.983,6,73.266,34.759,47.001,15.528,54.091,3.58,56.058,52.482,48.86,24258
2025,59680162B49393703134220,Michika,Adamawa,North East,10.583,13.393,44847,1,85.117,49.034,5.047,52.258,66.339,60.078,9.364,9,69.716,24.018,49.349,14.833,48.86,1.58,49.727,48.15,,21912
2020,59680162B49614598703533,Chanchaga,Niger,North Central,9.611,6.54,28936,0,70.931,54.153,3.676,47.992,47.75,55.363,15.87,1,27.951,11.334,63.12,34.726,31.42,0.99,31.963,30.977,32.773,9092
